path,true_class,predicted_class,confidence,true_pdf_id,pred_pdf_id
train\SEDAN\173_jpg.rf.dfd8833bae905c577dd43811058785ab.jpg,SEDAN,HATCHBACK,0.762,6,7
train\SEDAN\174_jpg.rf.82c97d124650f3114bbd8b2cd2ab9099.jpg,SEDAN,HATCHBACK,0.942,6,7
train\SEDAN\174_jpg.rf.ac1a3a6b41e97d1c35511626dc02a7df.jpg,SEDAN,HATCHBACK,0.901,6,7
train\SEDAN\178_jpg.rf.91c69a90eab785ead6aaf57f155d6521.jpg,SEDAN,HATCHBACK,0.864,6,7
train\SEDAN\17_jpg.rf.aacaebd8ab1b7dfde35fedc1373455b4.jpg,SEDAN,HATCHBACK,0.605,6,7
train\SEDAN\180_jpg.rf.0c9eb0b8890c660aa70d95ee076bdc18.jpg,SEDAN,HATCHBACK,0.684,6,7
train\SEDAN\181_jpg.rf.32a8798306a982c87f8d21e74c4632ce.jpg,SEDAN,HATCHBACK,0.787,6,7
train\SEDAN\183_jpg.rf.2f00b5465c23c38cbfc0f811a1db7813.jpg,SEDAN,HATCHBACK,0.928,6,7
train\SEDAN\184_jpg.rf.76b4b357afc1c09361b5078aa3398a40.jpg,SEDAN,HATCHBACK,0.864,6,7
train\SEDAN\185_jpg.rf.ab323a5f58b2bdcba41009a1a6b43dc0.jpg,SEDAN,HATCHBACK,0.784,6,7
train\SEDAN\186_jpg.rf.5470a5ecf2811a3e7f4079bce1adf2b4.jpg,SEDAN,HATCHBACK,0.556,6,7
train\SEDAN\187_jpg.rf.8471dc71d327a2aeea5296345b18cb7e.jpg,SEDAN,HATCHBACK,0.884,6,7
train\SEDAN\190_jpg.rf.4677c226af970c842dfbf4191a7ddba4.jpg,SEDAN,HATCHBACK,0.738,6,7
train\SEDAN\190_jpg.rf.9d86ade788ff723c33bdd6b570c87585.jpg,SEDAN,HATCHBACK,0.774,6,7
train\SEDAN\190_jpg.rf.a738a3ed826539076e0c2007f7cd967e.jpg,SEDAN,HATCHBACK,0.737,6,7
train\SEDAN\193_jpg.rf.2106b4911170a81ac49f3f7af756bf5a.jpg,SEDAN,HATCHBACK,0.738,6,7
train\SEDAN\193_jpg.rf.bb608b57e3157af3683db0a1b27c85c5.jpg,SEDAN,HATCHBACK,0.932,6,7
train\SEDAN\194_jpg.rf.82d789dfebb1b853b9e1d19576f24b38.jpg,SEDAN,HATCHBACK,0.709,6,7
train\SEDAN\196_jpg.rf.d6d685bc3fea408754d3211dd7387c80.jpg,SEDAN,HATCHBACK,0.570,6,7
train\SEDAN\197_jpg.rf.39c7094168b29f1b8ccba28ee140d3c5.jpg,SEDAN,HATCHBACK,0.691,6,7
train\SEDAN\198_jpg.rf.65d2025025f2c4bce5e8de998ce5aa21.jpg,SEDAN,HATCHBACK,0.812,6,7
train\SEDAN\199_jpg.rf.c6c519aba072f1fe144fa7c240d12cd0.jpg,SEDAN,HATCHBACK,0.715,6,7
train\SEDAN\201_jpg.rf.8bdae80b70746da714a42f477e94f898.jpg,SEDAN,HATCHBACK,0.620,6,7
train\SEDAN\203_jpg.rf.a623ab60d39c3972654e45ab6a650913.jpg,SEDAN,HATCHBACK,0.835,6,7
train\SEDAN\204_jpg.rf.4c7a755e8571ae2cf8a052967c988a0a.jpg,SEDAN,HATCHBACK,0.775,6,7
train\SEDAN\204_jpg.rf.9fb45177a178b639ec13a17f75de31c5.jpg,SEDAN,HATCHBACK,0.635,6,7
train\SEDAN\205_jpg.rf.6caf7ab450928a6cc4607dd19ef42f6c.jpg,SEDAN,HATCHBACK,0.881,6,7
train\SEDAN\206_jpg.rf.caa894c26bc2abdc044962f6f8ff5b05.jpg,SEDAN,HATCHBACK,0.712,6,7
train\SEDAN\209_jpg.rf.75ba929ef543db7efb4902b2bb867a4f.jpg,SEDAN,HATCHBACK,0.648,6,7
train\SEDAN\212_jpg.rf.39b984daab16b425b59c3d9541bf53d7.jpg,SEDAN,HATCHBACK,0.928,6,7
train\SEDAN\217_jpg.rf.7850567096aa9b4ac01210e6f499ff2f.jpg,SEDAN,HATCHBACK,0.596,6,7
train\SEDAN\21_jpg.rf.f95e0faf5268c82ec65635171140eb99.jpg,SEDAN,HATCHBACK,0.867,6,7
train\SEDAN\222_jpg.rf.f6435fae758d8359448f48eb78e0f791.jpg,SEDAN,HATCHBACK,0.563,6,7
train\SEDAN\223_jpg.rf.0c2aef51cc00d364ec614ad88944d466.jpg,SEDAN,HATCHBACK,0.771,6,7
train\SEDAN\224_jpg.rf.bfe33a293c2d3073e571f3e72333e560.jpg,SEDAN,HATCHBACK,0.801,6,7
train\SEDAN\226_jpg.rf.928222df27f78ee6436af97c846dfa00.jpg,SEDAN,HATCHBACK,0.902,6,7
train\SEDAN\227_jpg.rf.6483d53bcacb1e567253fd32bae32770.jpg,SEDAN,HATCHBACK,0.777,6,7
train\SEDAN\227_jpg.rf.c236d12db62193fda80a9d2c59d28a16.jpg,SEDAN,HATCHBACK,0.764,6,7
train\SEDAN\228_jpg.rf.ef476ebb36a0df5e30054783cede0e43.jpg,SEDAN,HATCHBACK,0.715,6,7
train\SEDAN\229_jpg.rf.14dbb87e299ec261f5a43ef673dd7e60.jpg,SEDAN,HATCHBACK,0.634,6,7
train\SEDAN\229_jpg.rf.9e8049b3c204eba260da703310181b7b.jpg,SEDAN,HATCHBACK,0.895,6,7
train\SEDAN\22_jpg.rf.be2d29f7637625a2ad6200bd2488ae1d.jpg,SEDAN,HATCHBACK,0.575,6,7
train\SEDAN\22_jpg.rf.d5dfb5f50a21e24362b985e09f04ee44.jpg,SEDAN,HATCHBACK,0.742,6,7
train\SEDAN\230_jpg.rf.406d7719a70e7439866b1c6d3f233faa.jpg,SEDAN,HATCHBACK,0.877,6,7
train\SEDAN\230_jpg.rf.dee205f68517d8aeb7a61d48332ebc4b.jpg,SEDAN,HATCHBACK,0.723,6,7
train\SEDAN\233_jpg.rf.fa89dc998a8b7bb143b552d8a2fe0d2d.jpg,SEDAN,HATCHBACK,0.761,6,7
train\SEDAN\234_jpg.rf.69a7bb94a48f693138636ecf600ecd74.jpg,SEDAN,HATCHBACK,0.718,6,7
train\SEDAN\234_jpg.rf.e8739b0c856ce3b5c694feb193d05584.jpg,SEDAN,HATCHBACK,0.619,6,7
train\SEDAN\23_jpg.rf.c20205b3c0751f570bf2c86be9ad3d01.jpg,SEDAN,HATCHBACK,0.821,6,7
train\SEDAN\23_jpg.rf.eb923fa042e6df321dcfc39d7be1724f.jpg,SEDAN,ACIK_TEKERLEK,0.734,6,5
train\SEDAN\240_jpg.rf.6663695fac869982b0b06a3795f1f31b.jpg,SEDAN,HATCHBACK,0.685,6,7
train\SEDAN\241_jpg.rf.3c8deb9f6438584fbbdb37a6295ec5b7.jpg,SEDAN,HATCHBACK,0.848,6,7
train\SEDAN\245_jpg.rf.39cbda1f930c87cfd8ea1e65a239efb4.jpg,SEDAN,HATCHBACK,0.581,6,7
train\SEDAN\247_jpg.rf.813ca1eb2e61f7f63e0c128753b64880.jpg,SEDAN,HATCHBACK,0.663,6,7
train\SEDAN\248_jpg.rf.d821ee084d4a8da0d46101bd2daa95aa.jpg,SEDAN,HATCHBACK,0.886,6,7
train\SEDAN\251_jpg.rf.9d0ab8072d886841c402791bf8110eee.jpg,SEDAN,HATCHBACK,0.884,6,7
train\SEDAN\252_jpg.rf.62f001ebdb2ce96f8d67f49081575d80.jpg,SEDAN,HATCHBACK,0.698,6,7
train\SEDAN\252_jpg.rf.6b4072e0f96e95143c2395bad49868b0.jpg,SEDAN,HATCHBACK,0.844,6,7
train\SEDAN\254_jpg.rf.23f0b422928dff1cda673adc74c30ded.jpg,SEDAN,HATCHBACK,0.792,6,7
train\SEDAN\254_jpg.rf.ea7a9901f6a259bf498f1844a2b80212.jpg,SEDAN,HATCHBACK,0.615,6,7
train\SEDAN\255_jpg.rf.a46e9f8744443ff17130bc75fe5eb66f.jpg,SEDAN,HATCHBACK,0.702,6,7
train\SEDAN\257_jpg.rf.0f5105b37bd5894ab09f05483fc07fc5.jpg,SEDAN,HATCHBACK,0.572,6,7
train\SEDAN\258_jpg.rf.569e423104a619a27cf4526e04d6ae50.jpg,SEDAN,HATCHBACK,0.948,6,7
train\SEDAN\262_jpg.rf.151abd7869131812b08c7d068d9f91de.jpg,SEDAN,HATCHBACK,0.819,6,7
train\SEDAN\266_jpg.rf.5355ddc5a6ede61cbc9a02f8e2282a4d.jpg,SEDAN,HATCHBACK,0.780,6,7
train\SEDAN\268_jpg.rf.6c523f9398136fe531dfba9a5507b495.jpg,SEDAN,ACIK_TEKERLEK,0.574,6,5
train\SEDAN\269_jpg.rf.4e76630d98f79c9e52d64c41ab75b0f4.jpg,SEDAN,HATCHBACK,0.913,6,7
train\SEDAN\270_jpg.rf.ff55d5ef14ffd86a36c5b1891e02c94e.jpg,SEDAN,ACIK_TEKERLEK,0.664,6,5
train\SEDAN\274_jpg.rf.0fbe779bc37567d885eab606876ed1b4.jpg,SEDAN,HATCHBACK,0.658,6,7
train\SEDAN\277_jpg.rf.b0b716b6f902ae835f8ecd7dadb9a479.jpg,SEDAN,HATCHBACK,0.624,6,7
train\SEDAN\278_jpg.rf.686cb773edc3b1712b1efb926c10ab2e.jpg,SEDAN,ACIK_TEKERLEK,0.851,6,5
train\SEDAN\27_jpg.rf.568ece34ef6eea323a45fb275d4602f3.jpg,SEDAN,HATCHBACK,0.555,6,7
train\SEDAN\27_jpg.rf.66e4c500f42a5bb6b642ddbedf0ddacc.jpg,SEDAN,HATCHBACK,0.796,6,7
train\SEDAN\280_jpg.rf.e5d9e1bb651e69e1646654366d5db9a6.jpg,SEDAN,HATCHBACK,0.689,6,7
train\SEDAN\281_jpg.rf.3b7c6f8f73918cb04335f87ca01c8e0e.jpg,SEDAN,ACIK_TEKERLEK,0.775,6,5
train\SEDAN\282_jpg.rf.0b62bee7dffcc1f4ec0b4a86ce825ba7.jpg,SEDAN,HATCHBACK,0.914,6,7
train\SEDAN\283_jpg.rf.5db10484016bddbf4f0e4d8a9c12546e.jpg,SEDAN,HATCHBACK,0.766,6,7
train\SEDAN\289_jpg.rf.35f53879874ad8dec27d96fe269e1cc7.jpg,SEDAN,ACIK_TEKERLEK,0.588,6,5
train\SEDAN\299_jpg.rf.214e7cdb89deee7e5db6dbb485df345d.jpg,SEDAN,HATCHBACK,0.716,6,7
train\SEDAN\29_jpg.rf.bfa8c1de7c8f08073b9ef76e965d8d58.jpg,SEDAN,HATCHBACK,0.778,6,7
train\SEDAN\29_jpg.rf.c3fa6aa6a09ad8deeedfe440034fc0c0.jpg,SEDAN,HATCHBACK,0.864,6,7
train\SEDAN\29_jpg.rf.e1fa0d59cc1d1a1c221d4b607eb89199.jpg,SEDAN,HATCHBACK,0.588,6,7
train\SEDAN\302_jpg.rf.99659192bc653fe7c7fdb208bdff0a5f.jpg,SEDAN,HATCHBACK,0.627,6,7
train\SEDAN\305_jpg.rf.084e2542833c6629f4eb0f01f764e3ff.jpg,SEDAN,HATCHBACK,0.871,6,7
train\SEDAN\305_jpg.rf.b22d418024ee8f0b6c1e286cecc89eb9.jpg,SEDAN,HATCHBACK,0.850,6,7
train\SEDAN\306_jpg.rf.2645a047eb2597b0162c387a7160095d.jpg,SEDAN,HATCHBACK,0.591,6,7
train\SEDAN\308_jpg.rf.0f3dc0b05d569448b8ed59e3e66b44ef.jpg,SEDAN,HATCHBACK,0.778,6,7
train\SEDAN\309_jpg.rf.9576c53c80d58676140e4ce133d97440.jpg,SEDAN,HATCHBACK,0.734,6,7
train\SEDAN\314_jpg.rf.4bb6fec54725ba311fc4e8163ed4a05f.jpg,SEDAN,HATCHBACK,0.727,6,7
train\SEDAN\316_jpg.rf.54d730a04e47c6ce1844f44ceeb6eddd.jpg,SEDAN,HATCHBACK,0.576,6,7
train\SEDAN\318_jpg.rf.f51a980f4ee758eb850a158ec364e876.jpg,SEDAN,HATCHBACK,0.934,6,7
train\SEDAN\31_jpg.rf.0c3622ccad25dd439145f3b79f274629.jpg,SEDAN,HATCHBACK,0.664,6,7
train\SEDAN\322_jpg.rf.cdc6c8e6e9fdbc40a72260b1dcbb577e.jpg,SEDAN,HATCHBACK,0.621,6,7
train\SEDAN\327_jpg.rf.c1302a75a72c02c71e0b391bd8f3f356.jpg,SEDAN,HATCHBACK,0.738,6,7
train\SEDAN\32_jpg.rf.77abadf48ec8edb677c0d93098aa62d0.jpg,SEDAN,HATCHBACK,0.733,6,7
train\SEDAN\330_jpg.rf.2a15bf95627d894903fbbcd7dbade911.jpg,SEDAN,HATCHBACK,0.596,6,7
train\SEDAN\331_jpg.rf.6bb429515527c7ae8ceadf9b651c44b6.jpg,SEDAN,HATCHBACK,0.981,6,7
train\SEDAN\33_jpg.rf.fa7fa4e4393b1aa9b3e2bc40b9ce074d.jpg,SEDAN,HATCHBACK,0.614,6,7
train\SEDAN\340_jpg.rf.be9bfecea5025b9e0a2361d17f2808e0.jpg,SEDAN,HATCHBACK,0.802,6,7
train\SEDAN\344_jpg.rf.130bb2f122938826c748a2e69059ffb8.jpg,SEDAN,HATCHBACK,0.825,6,7
train\SEDAN\345_jpg.rf.b48545d3d58ba8846a2723bc12ea4db9.jpg,SEDAN,HATCHBACK,0.769,6,7
train\SEDAN\34_jpg.rf.83cd3b4c382f76386891924afc22fec3.jpg,SEDAN,HATCHBACK,0.783,6,7
train\SEDAN\34_jpg.rf.c6ccb3b250fccbf5021efd7d376cfa86.jpg,SEDAN,HATCHBACK,0.813,6,7
train\SEDAN\357_jpg.rf.f2dccb02bdbfb74711c4cafa45fbf731.jpg,SEDAN,HATCHBACK,0.804,6,7
train\SEDAN\358_jpg.rf.87a5c429715765f94bee8f3ae05f9e0a.jpg,SEDAN,HATCHBACK,0.785,6,7
train\SEDAN\35_jpg.rf.44db34d21b9c1b90d5efd9081a6fa944.jpg,SEDAN,HATCHBACK,0.792,6,7
train\SEDAN\36_jpg.rf.4bd609eff26a71a0c5f900ccc5226317.jpg,SEDAN,HATCHBACK,0.643,6,7
train\SEDAN\372_jpg.rf.0aee2be9b0ba430ea46a42b8db41590c.jpg,SEDAN,HATCHBACK,0.904,6,7
train\SEDAN\377_jpg.rf.aa6e775c609d25eda3950a3ba74095d5.jpg,SEDAN,HATCHBACK,0.658,6,7
train\SEDAN\37_jpg.rf.1e55e330cf81d2857748148fc1f3bbf9.jpg,SEDAN,HATCHBACK,0.863,6,7
train\SEDAN\383_jpg.rf.2f85def2b9a57404da4218d76b0c7ef0.jpg,SEDAN,HATCHBACK,0.755,6,7
train\SEDAN\384_jpg.rf.0f5acd0963ad6bf7c32a24cc35efebe5.jpg,SEDAN,HATCHBACK,0.891,6,7
train\SEDAN\389_jpg.rf.75cdd08fe91b6885ff7121a69dc33b12.jpg,SEDAN,HATCHBACK,0.650,6,7
train\SEDAN\38_jpg.rf.682f39f25993542e54024e553b1c2785.jpg,SEDAN,HATCHBACK,0.911,6,7
train\SEDAN\39_jpg.rf.52f118afcb00ea7487b4be23a2826f91.jpg,SEDAN,HATCHBACK,0.928,6,7
train\SEDAN\3_jpg.rf.01263dec7f8a6486c6efa1e26a9638eb.jpg,SEDAN,HATCHBACK,0.612,6,7
train\SEDAN\3_jpg.rf.7425188f2831d205dd33f94c76df753b.jpg,SEDAN,HATCHBACK,0.627,6,7
train\SEDAN\3_jpg.rf.ae64dd92ef6c9efeb22327d6fdc3d694.jpg,SEDAN,HATCHBACK,0.881,6,7
train\SEDAN\401_jpg.rf.3bf4ab87e8e7a196997a7d9c962c7ba0.jpg,SEDAN,HATCHBACK,0.823,6,7
train\SEDAN\409_jpg.rf.42f46b3a5768054e962860185907d982.jpg,SEDAN,HATCHBACK,0.835,6,7
train\SEDAN\426_jpg.rf.dc425fffb750ce3f1716fb1cc5280d69.jpg,SEDAN,HATCHBACK,0.926,6,7
train\SEDAN\427_jpg.rf.e20e03bfe9819dbc60381b82f99f3464.jpg,SEDAN,HATCHBACK,0.821,6,7
train\SEDAN\42_jpg.rf.6f7d5e66bc95611a09759a72eefa6370.jpg,SEDAN,HATCHBACK,0.587,6,7
train\SEDAN\42_jpg.rf.f90dac572520818678aa581bff606e0b.jpg,SEDAN,ACIK_TEKERLEK,0.607,6,5
train\SEDAN\437_jpg.rf.2691906d3bfd084efc1f1fdd395bfaed.jpg,SEDAN,HATCHBACK,0.906,6,7
train\SEDAN\43_jpg.rf.8413782cf4f99e52eab102fd501ebb0b.jpg,SEDAN,HATCHBACK,0.858,6,7
train\SEDAN\443_jpg.rf.ec41446fec5490530e5ae6e5410e43ad.jpg,SEDAN,ACIK_TEKERLEK,0.733,6,5
train\SEDAN\448_jpg.rf.fea0c5872c7917e400d3fc8909f6482a.jpg,SEDAN,HATCHBACK,0.724,6,7
train\SEDAN\46_jpg.rf.f5669f34379249ba1041c7d31f0964ba.jpg,SEDAN,HATCHBACK,0.637,6,7
train\SEDAN\470_jpg.rf.009b5d1f49320d43d6773e04c4945eca.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\47_jpg.rf.2361708de7365f0497a665cd76e8d92a.jpg,SEDAN,HATCHBACK,0.603,6,7
train\SEDAN\480_jpg.rf.4b7fb90041bb57db424c40123cb93938.jpg,SEDAN,HATCHBACK,0.834,6,7
train\SEDAN\483_jpg.rf.ceb3cd8fcde210dc1cf4cedf57d1fea8.jpg,SEDAN,HATCHBACK,0.808,6,7
train\SEDAN\484_jpg.rf.6f5ae1bdc51ba9d713d53fed9433eba1.jpg,SEDAN,HATCHBACK,0.868,6,7
train\SEDAN\486_jpg.rf.3579b6a06acf90d9d80dc7245209f57e.jpg,SEDAN,ACIK_TEKERLEK,0.571,6,5
train\SEDAN\48_jpg.rf.9bc28b40d654cbff882c2c99e9fae4b5.jpg,SEDAN,HATCHBACK,0.833,6,7
train\SEDAN\490_jpg.rf.c0ff71720bbd640e68953119e641477f.jpg,SEDAN,HATCHBACK,0.882,6,7
train\SEDAN\4_jpg.rf.74d84db6cb7759b0f2c25b0cc68531a0.jpg,SEDAN,HATCHBACK,0.745,6,7
train\SEDAN\502_jpg.rf.0a5808f926c44d5481d10411ad8445aa.jpg,SEDAN,HATCHBACK,0.641,6,7
train\SEDAN\546_jpg.rf.34af6b3341879f6b360f879ba5f06460.jpg,SEDAN,HATCHBACK,0.650,6,7
train\SEDAN\54_jpg.rf.094e47b0a87faccd976152b5067b3808.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\54_jpg.rf.09ab07ed9c8d4e1f7598f055a7d003aa.jpg,SEDAN,HATCHBACK,0.562,6,7
train\SEDAN\56_jpg.rf.522d074fb2bddcb36af68c71bef0c7e9.jpg,SEDAN,HATCHBACK,0.850,6,7
train\SEDAN\57_jpg.rf.2ac73c4cf9a8e35ba0a0659c22525612.jpg,SEDAN,HATCHBACK,0.773,6,7
train\SEDAN\57_jpg.rf.b53057d1905fafa21e3294b4a8e56a8b.jpg,SEDAN,HATCHBACK,0.809,6,7
train\SEDAN\59_jpg.rf.681d59b475721cdc888057c998dbc68b.jpg,SEDAN,HATCHBACK,0.903,6,7
train\SEDAN\59_jpg.rf.838f7277ad7bf9a9961265b77c6531c2.jpg,SEDAN,HATCHBACK,0.695,6,7
train\SEDAN\5_jpg.rf.b8cca63da4e542540db4729aed94d9d8.jpg,SEDAN,HATCHBACK,0.579,6,7
train\SEDAN\5_jpg.rf.c70ec5a1678406d77e089e13b015a85b.jpg,SEDAN,HATCHBACK,0.897,6,7
train\SEDAN\60_jpg.rf.9c7eb3ea71feb3e42bfd60e8d4a0a8eb.jpg,SEDAN,HATCHBACK,0.858,6,7
train\SEDAN\61_jpg.rf.07adf3d0a6113aed353877021b5f2162.jpg,SEDAN,HATCHBACK,0.685,6,7
train\SEDAN\62_jpg.rf.e563982834a04c39f651caffccfce403.jpg,SEDAN,HATCHBACK,0.730,6,7
train\SEDAN\63_jpg.rf.0927245275ebd07169efd230a784ca91.jpg,SEDAN,HATCHBACK,0.792,6,7
train\SEDAN\63_jpg.rf.56a42d9f6d91fb897f213a8a1761b976.jpg,SEDAN,HATCHBACK,0.552,6,7
train\SEDAN\63_jpg.rf.6f7b638ed3b7ac6a664313b748b7938c.jpg,SEDAN,HATCHBACK,0.883,6,7
train\SEDAN\65_jpg.rf.b4c16d6a98557fa7094b5140e8a4a851.jpg,SEDAN,HATCHBACK,0.665,6,7
train\SEDAN\65_jpg.rf.e91a5350d368840b38c133f414c83c50.jpg,SEDAN,HATCHBACK,0.645,6,7
train\SEDAN\66_jpg.rf.75b12193261be4b7aa013f3820e41427.jpg,SEDAN,HATCHBACK,0.639,6,7
train\SEDAN\67_jpg.rf.b99ba2f2ffa1ced95fe69baa0124a876.jpg,SEDAN,HATCHBACK,0.725,6,7
train\SEDAN\69_jpg.rf.be080a75db28f10bad80cf5b5eff5374.jpg,SEDAN,HATCHBACK,0.709,6,7
train\SEDAN\70_jpg.rf.75d849b4021bd2034907e4e2ca032468.jpg,SEDAN,HATCHBACK,0.824,6,7
train\SEDAN\72_jpg.rf.42c36e9e974c0d3795987cf36ea241c9.jpg,SEDAN,HATCHBACK,0.887,6,7
train\SEDAN\73_jpg.rf.faa97d8cf6a2c7750edfa79f68ec32d9.jpg,SEDAN,HATCHBACK,0.863,6,7
train\SEDAN\74_jpg.rf.a2eccb028b76ee315ab92b6e243808e4.jpg,SEDAN,HATCHBACK,0.856,6,7
train\SEDAN\76_jpg.rf.7dc5ddc3eac214b03190d184ed3e6a2e.jpg,SEDAN,HATCHBACK,0.604,6,7
train\SEDAN\77_jpg.rf.4b7860b7d0b38d3a01acff86b4fc7cec.jpg,SEDAN,HATCHBACK,0.929,6,7
train\SEDAN\77_jpg.rf.8db4d38f8c83794d1713f75fef7bc0df.jpg,SEDAN,HATCHBACK,0.707,6,7
train\SEDAN\78_jpg.rf.c37cd73fdd89a139c9d6a5ca01762b11.jpg,SEDAN,HATCHBACK,0.616,6,7
train\SEDAN\79_jpg.rf.5adcce37866e36f97944f3738c787cf6.jpg,SEDAN,HATCHBACK,0.629,6,7
train\SEDAN\7_jpg.rf.aed533930ba194f477da02dae7a1f5dd.jpg,SEDAN,HATCHBACK,0.579,6,7
train\SEDAN\80_jpg.rf.84971659e7dda0fe821327190af808eb.jpg,SEDAN,HATCHBACK,0.816,6,7
train\SEDAN\82_jpg.rf.57e3d691fa867646cd3b8393a6cbc591.jpg,SEDAN,HATCHBACK,0.853,6,7
train\SEDAN\82_jpg.rf.bc4ce07953e10d373402c556c5b6c9f1.jpg,SEDAN,HATCHBACK,0.761,6,7
train\SEDAN\83_jpg.rf.b25fdc7c9965484a3e76be2a01d1fdbd.jpg,SEDAN,HATCHBACK,0.973,6,7
train\SEDAN\84_jpg.rf.bdb0edf9a69d2193ad65ac223f3ecc4f.jpg,SEDAN,HATCHBACK,0.606,6,7
train\SEDAN\85_jpg.rf.0edf140546e126ad78878adc37204110.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\85_jpg.rf.5f677d6e911bfd1206972e5118a7679d.jpg,SEDAN,HATCHBACK,0.841,6,7
train\SEDAN\86782565-66b6-11eb-bc74-8c164571e025_jpg.rf.b0d93678a6b696c1247be7c5ee3a2ba6.jpg,SEDAN,ACIK_TEKERLEK,0.610,6,5
train\SEDAN\86782566-66b6-11eb-884b-8c164571e025_jpg.rf.d65e45edd5d31d0cf6b71fbdd014c83c.jpg,SEDAN,HATCHBACK,0.874,6,7
train\SEDAN\86782570-66b6-11eb-b513-8c164571e025_jpg.rf.c53c1c8e3562167e333d1f89f0ae9599.jpg,SEDAN,HATCHBACK,0.775,6,7
train\SEDAN\86782574-66b6-11eb-87d5-8c164571e025_jpg.rf.785c1e448f363fe6c41ccd60093f7a71.jpg,SEDAN,HATCHBACK,0.806,6,7
train\SEDAN\86784c54-66b6-11eb-bc20-8c164571e025_jpg.rf.beb20b53637f93a7c36886bc5cd516b1.jpg,SEDAN,HATCHBACK,0.920,6,7
train\SEDAN\86784c63-66b6-11eb-89fb-8c164571e025_jpg.rf.6ae97b514c39e239e14b2cb2878d739d.jpg,SEDAN,HATCHBACK,0.585,6,7
train\SEDAN\86787346-66b6-11eb-b989-8c164571e025_jpg.rf.884327579f2280b16ea1d3c6aba03563.jpg,SEDAN,HATCHBACK,0.754,6,7
train\SEDAN\86787348-66b6-11eb-abfa-8c164571e025_jpg.rf.4472d6097157128dc81c3692d9f5a9c4.jpg,SEDAN,HATCHBACK,0.797,6,7
train\SEDAN\86787349-66b6-11eb-b005-8c164571e025_jpg.rf.73a76d9f1eb220ebeeda0f456d2e7633.jpg,SEDAN,HATCHBACK,0.839,6,7
train\SEDAN\8678735c-66b6-11eb-a129-8c164571e025_jpg.rf.d51b5f02d7d00bcceb4b37a3293b8fef.jpg,SEDAN,ACIK_TEKERLEK,0.784,6,5
train\SEDAN\86789a39-66b6-11eb-be29-8c164571e025_jpg.rf.a53a128e762abcbdd7825247d97a1eed.jpg,SEDAN,HATCHBACK,0.775,6,7
train\SEDAN\86789a40-66b6-11eb-ae58-8c164571e025_jpg.rf.691cedb6db86e1cf362aa87965ac1e51.jpg,SEDAN,HATCHBACK,0.791,6,7
train\SEDAN\86789a46-66b6-11eb-8040-8c164571e025_jpg.rf.5b09a601c1befeb7835537aa9a60338d.jpg,SEDAN,HATCHBACK,0.927,6,7
train\SEDAN\86789a4f-66b6-11eb-b1ef-8c164571e025_jpg.rf.4ae87c65d6e51c0dc09d5e358e164dca.jpg,SEDAN,HATCHBACK,0.920,6,7
train\SEDAN\8678c132-66b6-11eb-bb70-8c164571e025_jpg.rf.e40a0f07a138fda7427e14b11a7cae57.jpg,SEDAN,HATCHBACK,0.879,6,7
train\SEDAN\8678c134-66b6-11eb-9ff3-8c164571e025_jpg.rf.206712c22a7b75ab2b6180ace099afe8.jpg,SEDAN,HATCHBACK,0.972,6,7
train\SEDAN\8678c135-66b6-11eb-9164-8c164571e025_jpg.rf.c67c3a91d19cb96e07031cb428b69771.jpg,SEDAN,HATCHBACK,0.971,6,7
train\SEDAN\8678c13b-66b6-11eb-87fd-8c164571e025_jpg.rf.c0a2f8d15dbb2d1136df13f8380630d1.jpg,SEDAN,HATCHBACK,0.877,6,7
train\SEDAN\8678c13d-66b6-11eb-bbff-8c164571e025_jpg.rf.b7e2444a1c00c819c085d920d534b1cb.jpg,SEDAN,HATCHBACK,0.559,6,7
train\SEDAN\8678c145-66b6-11eb-b9ee-8c164571e025_jpg.rf.8e96a012413d22d1b6a94b4ea6a5e6c3.jpg,SEDAN,HATCHBACK,0.920,6,7
train\SEDAN\8678c146-66b6-11eb-a26c-8c164571e025_jpg.rf.68eef10b7b844d86ca945258efa095bc.jpg,SEDAN,HATCHBACK,0.675,6,7
train\SEDAN\8678e81f-66b6-11eb-ae1e-8c164571e025_jpg.rf.6c367a5bb2f1f4e30438302494a3a735.jpg,SEDAN,HATCHBACK,0.801,6,7
train\SEDAN\8678e821-66b6-11eb-822f-8c164571e025_jpg.rf.47f6948a35d0b2343293d630d5f7f608.jpg,SEDAN,HATCHBACK,0.728,6,7
train\SEDAN\8678e827-66b6-11eb-9b6c-8c164571e025_jpg.rf.9354653bf856d25dc0399d67dd48ba5b.jpg,SEDAN,HATCHBACK,0.890,6,7
train\SEDAN\8678e828-66b6-11eb-878e-8c164571e025_jpg.rf.5c8c876d609d4c6f10c84bd175d05478.jpg,SEDAN,HATCHBACK,0.822,6,7
train\SEDAN\8678e82d-66b6-11eb-adf4-8c164571e025_jpg.rf.87757487b1b5fd43902cb7b2a4dc2d1f.jpg,SEDAN,HATCHBACK,0.643,6,7
train\SEDAN\8678e832-66b6-11eb-9080-8c164571e025_jpg.rf.8ed9b31958d1dff6798d92de2d05c8d6.jpg,SEDAN,HATCHBACK,0.924,6,7
